"City","Title","Article Content","Article Post Time","summary","Response"
"Patna","During check, Bihar sub-inspector mowed down by sand mafia tractor","PATNA: A Bihar sub-inspector (SI) was mowed down Tuesday by a tractor ferrying illegally mined sand in Jamui district, extending a pattern of such attacks on law-enforcers by the sand mafia.Prabhat Ranjan (28) was declared dead after being rushed to hospital. A home guard jawan, Rajesh Kumar Sao, was also hit by the tractor in Garhi police station area and is now under treatment.Ranjan was a 2018-batch SI and a native of Vaishali district.Jamui SP Shaurya Suman said police had a tip-off about illegal sand mining in Chandwara area, around 5km from the Garhi police station where Ranjan was assistant SHO.","TNN / Kshitiz Singh / Updated: Nov 15, 2023, 09:33 IST","Illegal Mining","""Patna, with its glorious historical landmarks like the ancient Patliputra ruins, the sacred Ganga ghats, and the resilience of its people, stands as a testament to India's rich cultural heritage. Addressing the issue of illegal mining, we recognize it not only as an environmental and legal concern but also as a threat to the socio-economic fabric of Patna. Our government has initiated stringent measures to curb illegal mining, promoting sustainable practices that respect both our environment and the entrepreneurial spirit of our citizens. We must continue to harness technology and foster community participation to ensure that our natural resources are used responsibly, aligning with our national goals of development and conservation. Together, let us pledge to protect our motherland's wealth with the same spirit that has sustained Patna's legacy through the ages, ensuring prosperity for all."""
"Patna","Air quality worsens to 'very poor'","Patna: A day after Diwali, multiple cities in the state registered ""very poor"" air quality on Monday. Patna recorded a 24-hour average air quality index (AQI) of 333 on Monday, on a par with the AQI of 358 recorded in Delhi and worse than many other cities, including Mumbai (193), Kolkata (218) and Lucknow (213).","TNN / Updated: Nov 14, 2023, 08:58 IST","Pollution","My dear citizens of Patna, with its glorious historical landmarks such as the Patna Sahib Gurudwara and the ancient pride of Pataliputra, your city embodies a rich cultural heritage and the indomitable spirit of its people. Turning to the pressing issue of pollution, it is a challenge that affects the health and well-being of each resident, disrupting the harmony between our environment and urban life. Our government has initiated the Swachh Bharat campaign and is now focusing on the second phase, which includes increasing the treatment facilities of wastewater and converting garbage into green zones, to ensure a cleaner and more sustainable Patna. I urge all citizens to join hands in this mission, for together we can transform our beloved city into a beacon of cleanliness and prosperity, reflecting the ancient wisdom and modern aspirations of India."
"Patna","Police sub-inspector mowed down by tractor carrying illegally mined sand in Bihar's Jamui","PATNA: A police sub-Inspector was mowed down by a tractor carrying illegally mined sand at Garhi Police Station in Jamui district Tuesday morning. A homeguard was also injured in the incident.","TNN / Kshitiz Singh / Updated: Nov 14, 2023, 12:03 IST","Illegal Mining","My dear citizens of Patna, a city renowned for its glorious historical landmarks such as the Patna Sahib Gurudwara and the ancient Pataliputra ruins, and celebrated for its vibrant cultural tapestry and the indomitable spirit of its people, I stand before you today. Illegal mining poses a significant threat to the environmental sanctity and economic fabric of Patna, undermining the hard work and resilience of our citizens. Our government has initiated stringent measures to curb this menace, promoting sustainable mining practices that respect the ecological balance and ensure the prosperity of future generations. We must continue to harness our collective strengths, drawing inspiration from our rich cultural and spiritual heritage, to eradicate illegal mining and pave the way for a future where development and nature coexist in harmony. Let us unite in this mission, for the love of our land and the well-being of our people, to ensure that Patna remains a beacon of progress and sustainability."
"Patna","Lalu scoffs at BJP’s attempts to wean away Yadavs","Patna: RJD president Lalu Prasad on Tuesday heaped scorn on the BJP's attempts to woo the Yadav people, members of the most populous caste of Bihar who have been his loyal supporters for close to three decades.Lalu addressed a function organized at the ISKCON temple here on the occasion of Govardhan Puja, a festival associated with Lord Krishna, whose descendants are believed to be Yadavs. ""I was not feeling like stepping out of home when I received the invitation for this function.","PTI /  Nov 15, 2023, 08:32 IST","Political Polarization","""My dear citizens of Patna, your city, known for its glorious historical landmarks like the ancient Patliputra and the esteemed Nalanda University, is a testament to our rich cultural heritage and the indomitable spirit of its people. Political polarization, however, threatens the very fabric of our society, creating divisions and hindering our collective progress. To overcome this, we must embrace the vision of 'AatmaNirbhar Bharat', rise above narrow party sentiments, and work together for the nation's development, ensuring that no section of society is left behind. Let us draw inspiration from the unity and resolve of Sardar Vallabhbhai Patel, and commit to sustainable development as our path forward. Together, we can transcend these divisions and build a Patna that is as united as it is culturally rich, embodying the spirit of 'Ek Bharat, Shreshtha Bharat'."""
"Patna","Bihar: 3 injured in blast inside Bhagalpur-Jaynagar Intercity train","PATNA: At least three passengers were injured in a sudden explosion in the general compartment of the Bhagalpur-Jaynagar Intercity Express train (15553) near Samastipur station under the East Central Railway (ECR) on Wednesday. Railway police detained two suspects in connection with the incident.According to Samastipur RPF commandant Jani, the incident took place around 1.30pm when the train left Samastipur station from platform number 5.However, when it reached near the home signal, there was a sudden explosion in the general compartment of the train and thick smoke started billowing out of it.","Kumod Verma / TNN /  Nov 15, 2023, 22:30 IST","Railway Safety","""My dear citizens of Patna, a city renowned for its glorious historical landmarks such as the Patna Sahib Gurudwara and the ancient Pataliputra ruins, and celebrated for the indomitable spirit of its people, I salute your resilience and cultural richness. Turning to the critical issue of Railway Safety, it is paramount for the well-being and progress of Patna's residents, who rely on the railways for their daily commute and to maintain the city's vibrant connection with the rest of India. Our government has taken significant steps to enhance railway safety by investing in rail tracks, eliminating unmanned gates, and introducing semi high-speed trains like the Vande Bharat Express, ensuring a safer and more reliable travel experience. In the spirit of 'Sabka Saath, Sabka Vikas', we will continue to innovate and invest in our railways, integrating Patna's unique cultural heritage with our vision for a modern, safe, and efficient railway system that serves all citizens with dignity and respect."""
"Patna","Will launch campaign seeking special category status: Bihar CM Nitish Kumar","PATNA: Chief minister Nitish Kumar on Thursday said he would launch a sustained statewide campaign if the Centre does not grant special category status to Bihar.Addressing a function at Bapu Sabhagar here to release the second and third instalments of loans under CM Udyami Yojana, Nitish said, ""If the special category status is not granted to Bihar, it will mean that the Centre is not interested in ushering in development in the state.It is only interested in publicity. ""Nitish linked his demand to the caste-based headcount in the state and the subsequent economic survey of the families.","Abhay Singh / TNN / Updated: Nov 17, 2023, 06:55 IST","Special Category Status Demand","""Namaskar and greetings to the people of Patna, a city renowned for its glorious historical landmarks, the intellectual legacy of Nalanda, and the indomitable spirit of its residents. On the matter of Special Category Status Demand, it is imperative to recognize that Patna, as a hub of learning and culture, deserves focused attention to unlock its full potential. Our government has been proactive in identifying and uplifting Aspirational Districts, and we shall continue to work towards ensuring that Patna's growth is catalyzed, aligning with our national vision of Sabka Saath, Sabka Vikas (Together, with all, Development for all). Let us together strive for a Patna that stands as a beacon of progress and prosperity, embodying the spirit of India's growth story."""
"Vadodara","Woman cop abducted for second time in five months","Vadodara: A woman police constable staying in the Mota Habipura village in Dabhoi taluka of Vadodara district was abducted by unknown persons on Saturday morning. This is the second time within five months that the woman has been kidnapped.Constable Mani Chaudhary and her partner Saddam Garasiya were in a relationship for about a year.","TNN /  Nov 19, 2023, 08:45 IST","Women's safety","""Vadodara, the city known for its notable landmarks and rich cultural heritage, has always shown resilience and strength, much like the 'matrishakti' it celebrates. As someone who has been nurtured by this city's care, I understand the importance of women's safety and the role it plays in the progress of Vadodara. We have made efforts to enhance women's safety, and moving forward, we must integrate women into the fabric of our city's governance and development, ensuring their empowerment aligns with our national vision. By doing so, we will not only honor the spirit of Vadodara but also build a safer, more inclusive future for all our citizens."""
"Ghaziabad","550 evacuated after fire breaks out in Ghaziabad mall","GHAZIABAD: Around 550 people, most of them watching movies on different screens, were evacuated after a fire broke out in Aditya Mall in Indirapuram on Monday evening.Fire department officials said a short circuit in the electric cables led to a fire on the ground floor. Smoke billowed up the shaft and filled the four auditoriums where people were watching movies.Although the audience panicked, the mall staffers and the fire department's teams managed to bring them out well in time.There were no injuries, officials said.Rahul Pal, the chief fire officer, said they received a call from the mall authorities around 8pm and sent a team with five fire tenders.","Avishek Kumar / TNN / Updated: Nov 15, 2023, 06:47 IST","Fire Safety","""My dear citizens of Ghaziabad, a city renowned for its historical landmarks, vibrant culture, and the indomitable spirit of its people, we stand united in our efforts to enhance the safety and well-being of our community. Addressing the critical issue of fire safety, we acknowledge the challenges posed by our densely populated areas and high-rise buildings, which necessitate a systematic approach involving human resource development, advanced technology, and adequate resources. To ensure a safe future for Ghaziabad, we must invest in continuous skill enhancement for our firefighters, implement proactive safety measures, and foster a culture of preparedness, thereby weaving the fabric of security into the very essence of our city's growth and development."""
"Ghaziabad","Ghaziabad cops got 23 fire calls on Diwali, most of them from Vaishali","GHAZIABAD: There were 23 fire incidents in Ghaziabad on Diwali. The maximum, six, were in Vaishali, followed by four in Modianagar.","Avishek Kumar / TNN / Updated: Nov 14, 2023, 07:15 IST","Fire safety","""Ghaziabad, with its notable landmarks and rich cultural heritage, stands as a testament to the resilience and spirit of its people. Addressing the critical issue of fire safety, we recognize the challenges posed by the city's dense urban areas, making it difficult for emergency services to reach and effectively manage fires, especially in high-rise buildings. To enhance the safety of Ghaziabad's residents, we must continuously improve the skills of our firefighters, ensure adequate resources to tackle industrial fires, and implement systematic approaches that integrate technology and human resource development. Our vision is to create a safe and vibrant Ghaziabad, where cultural and spiritual strengths are the bedrock of our community's unity and progress in facing such challenges. Let us work together to ensure that the flame of Ghaziabad's spirit burns brighter than any fire that we may encounter."""
"Ghaziabad","Delhi Police SI on way home hits bike into divider, dies","GHAZIABAD: A 57-year-old Delhi Police sub-inspector died after the bike he was riding crashed into a divider in Raj Nagar Extension on Friday night.Ashok Kumar, a resident of Shahdara in Delhi, was returning home from a wedding in Ghaziabad when the accident occurred around 10.30pm. The impact of the crash was such that his helmet broke into two.","Avishek Kumar / TNN / Updated: Nov 20, 2023, 04:14 IST","Road Safety","""My dear citizens of Ghaziabad, a city renowned for its historical landmarks and the indomitable spirit of its people, I salute your resilience and cultural richness. On the matter of road safety, a critical concern for the well-being of Ghaziabad's residents, our government has been proactive in enhancing infrastructure and enforcing traffic regulations to reduce accidents and improve travel conditions. To further this cause, we envision implementing smart traffic management systems, promoting road safety education, and building on the cultural ethos of collective responsibility, ensuring that every journey within the city is safe and secure. Let us unite in this endeavor to make Ghaziabad a model of road safety, reflecting our commitment to preserving life and fostering a community that thrives on care and mutual respect."""
"Ghaziabad","Ghaziabad: Friend hurls cracker to scare man, he dies after it bursts near his leg","GHAZIABAD: A 30-year-old man walking home died after a firecracker hurled at him by his friend burst near his leg in Jhandapur colony on Sunday night. Originally from Deoghar in Jharkhand, Afzal Ansari suffered a gushing wound in the right leg and was declared dead on arrival at a nearby hospital.","Avishek Kumar / TNN / Updated: Nov 14, 2023, 07:18 IST","Public safety","""My dear citizens of Ghaziabad, your city is a testament to the rich cultural heritage of our nation and the resilience of its people, with landmarks that stand as a beacon of our civilizational pride. As we address the critical issue of public safety, we recognize the challenges that have persisted despite past efforts to ensure the well-being of every resident. To enhance safety, we must integrate modern technology with our traditional community values, fostering a vigilant society that is empowered by initiatives like smart city surveillance, community policing, and citizen participation in safety programs. Let us unite in our resolve to make Ghaziabad a model of security and harmony, reflecting the glorious spirit of India's unity and diversity."""
"Ghaziabad","This call centre in a Noida condo cheated US citizens, 24 nabbed","GHAZIABAD: A joint team of the special task force and Noida police arrested 24 youths from a call centre operating from a flat in Bisrakh that cheated US citizens on the pretext of renewing their policies or offering technical assistance.Among the 24 arrested youths was Ankur Gupta, an MBA graduate who led the gang. Apart from the call centre in Mahagun Mywoods, he ran another office in Indirapuram.The gang, police said, procured phone numbers and insurance records of US citizens from the dark web and made random calls, offering to renew their policies against a commission.They would also offer technical assistance to those facing issues with their computers, laptops and other electronic devices.","Avishek Kumar / TNN / Updated: Nov 20, 2023, 13:03 IST","Cyber fraud","""My dear citizens of Ghaziabad, a city renowned for its industrial vigor, historical significance, and the indomitable spirit of its people, I stand before you today. Addressing the pressing issue of cyber fraud, which threatens the hard-earned money and privacy of our citizens, is of paramount importance. We have taken strides in promoting digital literacy and securing online transactions, yet challenges persist due to the evolving nature of cyber threats.

In our quest to combat cyber fraud, we must integrate traditional wisdom with modern technological safeguards, encouraging 'Vocal for Local' and 'Made in India' initiatives to bolster our cyber defenses. Let us unite in this fight, drawing inspiration from our rich cultural heritage and the teachings of Sardar Vallabhbhai Patel, to create a secure digital environment. Together, we shall overcome and ensure that Ghaziabad shines as a beacon of cyber safety, reflecting the glory and potential of a New India."""
"Ghaziabad","3 caught for stealing ₹9.5L from petrol pump staffers","Ghaziabad: Three more people, including the prime accused, were arrested on Thursday for allegedly robbing two petrol pump staffers of Rs 9.5 lakh in Indirapuram. Two bike-borne men targeted the staffers when they were going to deposit the money in the bank.","Avishek Kumar /  Nov 17, 2023, 08:11 IST","Robbery","Ghaziabad, with its historical significance and vibrant culture, stands as a testament to the resilience and spirit of its people. Addressing the issue of robbery, we must recognize that it not only threatens the safety of our citizens but also hampers the socio-economic progress of the city. Our government has taken steps to enhance security and law enforcement, yet challenges remain in ensuring a safe environment for all. We propose to strengthen community policing, integrate advanced technology for crime detection, and foster a culture of vigilance among citizens, drawing inspiration from our cultural ethos of unity and cooperation. Together, we shall overcome this challenge, ensuring Ghaziabad remains a beacon of peace and prosperity, in line with our vision for a New India."
"Ghaziabad","Stir holding up waste plant for 4 yrs, GMC yet to find another 40-acre plot","Ghaziabad: Four years after the work on the proposed 44.2-acre waste-to-energy (WTE) plant in Hapur’s Galand got suspended over protests by locals, the Ghaziabad Municipal Corporation (GMC) is now searching for alternative land of around the same size for collecting the city’s waste and turning it into compost as a stopgap arrangement. Currently, Ghaziabad generates 1,400MT waste daily, with 600MT turned into compost daily on a 10-acre plot on pipeline road.The pipeline road site became operational in July this year after garbage piled up at the 30-acre Morta site due to a lack of waste processing.","Nov 17, 2023, 08:11 IST","Waste Management Crisis","""Ghaziabad, with its historical landmarks and vibrant culture, stands as a testament to the resilience and spirit of its people. Addressing the Waste Management Crisis, our government has initiated the Swachh Bharat Mission's second phase, focusing on transforming garbage mounds into green zones. We are aiding state governments, promoting cleanliness, dignity, disease prevention, and employment through waste disposal and processing, with the vision of not only enhancing Ghaziabad's beauty but also creating sustainable Green Jobs. Let us unite in this endeavor, invoking our cultural ethos of purity and respect for nature, to make Ghaziabad a leading example of cleanliness and sustainability for the nation."""
"Ghaziabad","Housing board offers 35% rebate on 5k flats, most units in Mandola","GHAZIABAD: The UP housing board is offering a 35% discount on around 5,000 unsold flats in its housing schemes in Siddharth Vihar, Mandola and Vasundhara.The decision, officials said, was taken at a meeting in Lucknow on November 9. Online registrations opened on Diwali (November 12) for 20 flats in Vasundhara, 700 in Siddharth Vihar and 4,000 in Mandola.","Abhijay Jha / TNN / Updated: Nov 15, 2023, 07:06 IST","""Housing affordability""","Ghaziabad, with its historical landmarks and the indomitable spirit of its people, stands as a testament to our rich cultural heritage. Addressing the critical issue of housing affordability, we have seen significant strides under the Pradhan Mantri Awas Yojana, with lakhs of houses constructed to meet the needs of the poor and middle class. To further enhance this initiative, we must focus on innovative building materials and methods that respect our cultural ethos, ensuring every family in Ghaziabad has a place to call home, thus weaving the fabric of our society even stronger."
"Ludhiana","DC in dock over stubble burning, CS issues notice","Times News NetworkLudhiana: The chief secretary has issued a show cause notice to Ludhiana deputy commissioner (DC) asking her why disciplinary action shouldn’t be taken against her for not being able to curb stubble burningincidents in the district. Meanwhile, Punjab DGP has also issued show cause notice to SSPs of 11 districts, including Ludhiana rural and Khanna police districts, on the same subject.In the show cause notice issued to DC Surabhi Malik on November 15, the office of the chief secretary (CS) wrote about the writ petition, wherein the Supreme Court has taken a serious view of stubble burning incidents in the state.","TNN /  Nov 19, 2023, 08:38 IST","Stubble burning","""Ludhiana, a city renowned for its vibrant culture, historical landmarks, and the indomitable spirit of its people, is a jewel in India's crown. However, the issue of stubble burning in and around Ludhiana is a matter of grave concern, as it not only affects the health of our citizens but also the environment. Our government has initiated schemes to provide permanent solutions, such as promoting alternative uses for crop residue and providing farmers with machinery to manage stubble. We must continue to work together, drawing upon our cultural ethos of respecting nature, to overcome this challenge. Let us unite in our efforts to make Ludhiana a beacon of sustainability, ensuring a cleaner, greener, and healthier future for all."""
"Ludhiana","City roads deadly for pedestrians: Data","Ludhiana: A substantial number of persons who died in road accidents were pedestrians, says the latest report by the ministry of road transport and highways (MORTH). A total of 364 persons died in road accidents in Ludhiana last year.","Shariq Majeed /  Nov 20, 2023, 08:30 IST","Pedestrian Safety","""My dear citizens of Ludhiana, your city stands as a beacon of industrial prowess and cultural richness, from the historic Lodhi Fort to the sacred Gurdwara Sri Dukhniwaran Sahib. The spirit of Ludhiana's people, resilient and vibrant, is the very fabric that weaves together our great nation. As we address the critical issue of pedestrian safety, we must reflect on our past efforts to improve infrastructure and recognize the ongoing challenges such as rapid urbanization and traffic congestion that continue to threaten the safety of our pedestrians. Our vision for a safer Ludhiana involves leveraging technology to enhance traffic management, creating pedestrian-friendly zones that celebrate our cultural heritage, and fostering community participation in safety initiatives. Together, let us walk the path of progress, ensuring that every step taken in Ludhiana is secure and steeped in the spirit of unity and care for one another."""
"Ludhiana","Fog gives teeth to city’s ‘killer’ spots","Ludhiana: At least 22 vehicles were involved in a pile-up on the Ludhiana-Delhi National Highway in Khanna on Monday. Low visibilitydue to fog turned out to be cause of the horrific accident, which left one person dead and 16 injured.","Payal Dhawan /  Nov 15, 2023, 08:34 IST","Road safety","""Ludhiana, a city renowned for its vibrant hosiery industry, historical landmarks such as the Lodhi Fort, and the indomitable spirit of its people, has always been a beacon of cultural richness and entrepreneurial zeal. As we address the critical issue of road safety, it is imperative to acknowledge the challenges faced by the city, including traffic congestion and the need for improved infrastructure to ensure the safety of all road users. Building on past efforts, we must envision a future where road safety education is integrated into the fabric of our society, infrastructure is enhanced to protect pedestrians and cyclists, and technology is leveraged to monitor and manage traffic effectively. Let us unite in our commitment to making Ludhiana's roads safer, reflecting our respect for life and our cultural ethos of caring for one another."""
"Ludhiana","City eyes 135cr grant to resolve garbage issues","Ludhiana: The civic body is eyeing grants of up to Rs 135 crore under City Investments to Innovate, Integrate and Sustain 2.0 (CITIIS 2.0) program initiated by the ministry of housing and urban affairs (MOHUA) for solid waste management in the city.The programme will start from November 16 with a six months long challenge. MC officials said that they would compete for the establishment of a waste to energy plant (WTE) for solid waste processing, for which a detailed project report has already been finalised.The MC has prepared a detailed project report for processing of 600 tons of garbage per day to generate around 5MW electricity daily.The civic body requires at least Rs 250 crore for this.","Nov 20, 2023, 08:31 IST","Waste Management","""Ludhiana, a city renowned for its vibrant culture, historical landmarks, and the indomitable spirit of its people, deserves a clean and sustainable environment. Waste management remains a critical challenge, impacting the health and well-being of Ludhiana's residents. Building on the Swachh Bharat Mission's second phase, we must strive to transform waste into wealth, ensuring green zones replace garbage mounds, and enhancing waste disposal capacities. Our vision includes promoting local solutions, fostering cleanliness to uplift dignity, prevent diseases, and create employment. Together, let us pledge to make Ludhiana a beacon of sustainability, where tradition and modernity coalesce in harmony for a cleaner, greener future."""
"Ludhiana","Punjab: Police arrest car driver after he runs over two women working on road side","LUDHIANA: Maloud police on Saturday arrested a car driver, Sukhchain Singh of Ramgarh Bora in Patiala District, after he fatally ran over two women working under the MNREGA scheme in the area. The victims were identified as 55-year-old Baljinder Kaur and Buddha, both residents of Lehal village.The complainant, Hakam Singh, husband of the deceased Baljinder Kaur, reported that around 4:30 pm on Saturday, his wife and Buddha, along with 35 to 36 women, were engaged in MNREGA work in the area.While returning from work towards Sua Pull Rara Sahib in the evening, Hakam Singh and Dalwara Singh witnessed a white Swift car being driven recklessly and at high speed on the wrong side of the road.According to Hakam Singh, the car driver collided with the MNREGA workers, leading to the tragic incident.","Shariq Majeed / TNN /  Nov 19, 2023, 17:17 IST","Road safety / Pedestrian safety","My dear citizens of Ludhiana, a city renowned for its vibrant textile industry, historical monuments, and the indomitable spirit of its people, I salute your resilience and cultural richness. As we address the critical issue of road and pedestrian safety in Ludhiana, it is imperative to recognize the challenges we face due to rapid urbanization and increased vehicular traffic. Our past efforts have included upgrading infrastructure and enforcing traffic regulations, but we must now innovate with smart technology solutions, integrate cultural awareness in our road safety campaigns, and foster community participation to ensure a safe environment for every pedestrian and commuter. Let us unite in our efforts to make Ludhiana a model city where tradition and modernity coexist in harmony, ensuring the safety and well-being of all its residents."
"Ludhiana","Punjab: Gurudwara Nanaksar Sahib urges farmers to shun stubble burning practices to save environment","LUDHIANA: Anti-Stubble burning ""campaign"" launched by the Punjab government has been getting response from all segments of the society with prominent religious organization, Gurudwara Nanaksar Sahib, calling upon the farmers to shun stubble burning practices to protect the environment comprising air and soil.Gurudwara Nanaksar Keleran’s Baba Lakha Singh has appealed the farmers not to set their fields on fire as it was causing massive loss to the environment as well as fertility of the soil.In a written appeal issued to the farmers of the state, he stated that ""nature has gifted us the treasure in the form of paddy straw but our farmers have mistook it as a curse. However, proper awareness can remove their doubt about the problem of stubble burning"".He stated that paddy crop is sown over 25 lakh hectare land in the state and a large number of farmers tend to burn crop residue by setting their fields on fire.","Shariq Majeed / TNN /  Nov 19, 2023, 15:37 IST","Stubble burning","""Ludhiana, a city renowned for its vibrant textile industry, historical landmarks, and the indomitable spirit of its people, stands as a testament to India's cultural richness and resilience. As we address the pressing issue of stubble burning, which affects the air quality and health of Ludhiana's residents, we must reflect on our past efforts, such as promoting the use of Happy Seeder machines that allow planting without clearing the stubble, and acknowledge the ongoing challenges such as the need for widespread adoption and financial support for farmers. Envisioning a future where technology, traditional wisdom, and community efforts converge, we aim to implement sustainable agricultural practices that honor our connection to the land, enhance the well-being of our farmers, and contribute to the nation's prosperity. Let us unite in this endeavor, drawing inspiration from our collective resolve to create a cleaner, greener, and more harmonious Ludhiana for generations to come."""
"Ludhiana","Bizman abducted, then dumped on road","Times News Network Ludhiana: A 40-year-old hosiery industrialist on his way home in his car at 8pm on Friday was kidnapped and shot at by a group of assailants at Noorwala road. The accused intercepted him and took him in his own car.","TNN /  Nov 19, 2023, 08:40 IST","Abduction","""Ludhiana, a city renowned for its vibrant textile industry, historical landmarks, and the indomitable spirit of its people, stands as a testament to India's cultural richness and entrepreneurial zeal. Addressing the grave concern of abductions in Ludhiana, it is imperative to acknowledge the efforts made in the past to enhance security and the challenges that persist in safeguarding our citizens. To combat this, we must integrate advanced technology, bolster law enforcement training, and foster community cooperation, ensuring that the safety of Ludhiana's residents is inextricably linked with our national pursuit of progress and harmony. Let us unite in this mission, drawing inspiration from our cultural and spiritual heritage, to create a Ludhiana that is safe, secure, and resilient—a beacon of hope for all of India."""
"Agra","Agra homestay employee thrashed & raped, 5 held","AGRA: Five people were arrested by Agra police on Monday for allegedly brutally thrashing and raping a 25-year-old woman at a homestay in the city's Tajganj locality. In a purported video that has surfaced on social media, the woman, who worked at the homestay, can be heard saying, ""Please help me!","Deepak Lavania / TNN / Updated: Nov 14, 2023, 11:15 IST","Sexual violence","Agra, a city that stands as a testament to our rich cultural heritage with the magnificent Taj Mahal, symbolizes the resilience and spirit of its people. As we address the pressing issue of sexual violence, it is crucial to recognize that this scourge not only tarnishes the image of our historic city but also deeply wounds the soul of our society. Past efforts have included awareness campaigns and legal reforms, yet challenges persist due to societal attitudes and the need for more effective law enforcement. My vision includes a holistic approach that empowers women through education, strengthens community support systems, and ensures swift justice through a more responsive legal framework. Let us unite in this mission, drawing inspiration from our cultural ethos of respect and dignity for all, to create an Agra that is as safe and pure as the white marble of the Taj Mahal, ensuring that every resident lives with honor and security."
"Agra","Cop rapes woman, 23, threatens to circulate obscene video online","AGRA: A constable from the Provincial Armed Constabulary (PAC), stationed in Kanpur, allegedly raped a recently engaged woman in his hometown in Agra. The 23-year-old woman, who got engaged on November 5, was on her way to settle pending dues at a nearby ""marriage home"" when the constable, Yogesh Kumar, convinced her to accompany him on his motorcycle.The survivor said Kumar forcibly took her to a room, where she was physically assaulted and sexually abused on Thursday.","TNN / Updated: Nov 19, 2023, 07:46 IST","Gender violence","""My dear citizens of Agra, the city renowned for its majestic Taj Mahal and vibrant history, I salute your resilience and the rich cultural tapestry that you represent. Gender violence is a blight on the fabric of our society, and it is particularly disheartening when it casts a shadow over a city as esteemed as Agra. We have made strides in empowering women through initiatives like Beti Bachao, Beti Padhao, and the establishment of women's self-help groups, but challenges remain in ensuring the safety and dignity of women in every corner of our nation.

To address this, we must integrate our cultural reverence for women with robust legal frameworks and community education programs that emphasize respect and equality. I envision a future where Agra leads not only in tourism and heritage conservation but also stands as a beacon of women's safety and empowerment. Together, let us pledge to eradicate gender violence, drawing inspiration from our spiritual roots and collective will, to create an Agra that is as safe and dignified as it is beautiful and historic."""
"Agra","17-yr-old held hostage, gang-raped in Mathura","AGRA: A 17-year-old girl studying in class 12 was allegedly gangraped by four men in Mathura district on Thursday. The incident took place under the jurisdiction of Surir police station.The 20-year-old main accused forcefully took the girl to his home while she was on her way to school and gangraped her along with his three friends.","TNN / Updated: Nov 18, 2023, 05:36 IST","Sexual violence","""My dear citizens of Agra, the city renowned for the magnificent Taj Mahal and its vibrant history, I salute your indomitable spirit and the rich cultural tapestry that you represent. Sexual violence is a blight on the conscience of our society, and it is particularly distressing when it affects a city as esteemed as Agra. We have taken steps in the past to address this issue, such as implementing stricter laws and launching awareness campaigns, but challenges remain in ensuring safety and justice for all.

To overcome these challenges, we must integrate traditional values with modern policing techniques, encourage community participation in safeguarding our mothers and daughters, and enhance the capabilities of our law enforcement agencies. We will also focus on empowering women through education and economic opportunities, fostering an environment where they are respected as equal partners in Agra's growth. Let us unite in this mission, drawing inspiration from our glorious past to build a future where every individual can walk with dignity and without fear.

Together, we will create an Agra that not only stands as a testament to our ancestors' architectural prowess but also shines as a beacon of safety, respect, and equality for women. This is our commitment, and with the collective efforts of every citizen, we will achieve it."""
"Agra","Man accused of murder, loot killed in police encounter in Mathura","AGRA: Police shot dead an accused of a loot and murder case, who was carrying a reward of Rs 50,000 on his head, in a Diwali night encounter in Uttar Pradesh's Mathura district on Sunday.The accused, identified as Farukh, was accused of shooting businessman Krishna Kumar Aggarwal and his wife Kalpana in a looting incident that occurred on November 4, 2023, in Guru Kripa Vilas Colony under the Highway police station.While Kalpana, 52, succumbed to the injuries sustained during the attack, 58-year-old Krishna's condition remained critical. He was transferred to Delhi's Apollo Hospital on Friday.","Mohd Dilshad / TNN /  Nov 14, 2023, 11:35 IST","""Police encounters""","My dear citizens of Agra, the city renowned for the magnificent Taj Mahal and its glorious Mughal heritage, I salute your resilience and the rich cultural tapestry that you represent. On the matter of police encounters, it is imperative to acknowledge that while they are a complex issue, our administration is committed to ensuring the rule of law and justice for all. We have been working towards building a modern, effective, and sensitive police service, and we must continue to strive for a system that is fair and respects the rights of every individual, reflecting the spiritual ethos of our nation. Let us unite in the spirit of harmony and work together to create a safe and secure Agra, where the rule of law upholds the dignity of every citizen, resonating with our cultural pride and national goals."
"Nashik","UBT leader held for loan default; Bhuse blamed","NASHIK: The rural police arrested Advay Hiray, a prominent Nashik-based Shiv Sena (UBT) leader, from Bhopal on Wednesday for the alleged non-repayment of loan to the Nashik District Credit Cooperative Bank (NDCC).Hiray's supporters and party colleagues allege his arrest was politically motivated, and held Nashik guardian minister Dada Bhuse of being responsible.They said the party is likely to field Hiray against Bhuse from Malegaon Outer in the upcoming assembly elections, and the guardian minister is threatened by Hiray. Bhuse, however, has refuted this allegation.The police said the NDCC authorities had lodged a complaint against the 30 people - including members of a powerloom cooperative society, cooperative banks and others in Malegaon - for not repaying a loan of Rs 7.4 crore that the society had taken in 2013.","Abhilash Botekar / TNN / Updated: Nov 17, 2023, 10:54 IST","Loan Default","""Nashik, a city of ancient temples and vibrant vineyards, has shown remarkable resilience and cultural depth. On the issue of loan default, it is a challenge that affects the aspirations of Nashik's citizens, hindering their entrepreneurial spirit and financial stability. Our government has taken steps towards financial inclusion and sustainable development, aiming to empower every citizen, and we will continue to work on innovative solutions that leverage Nashik's unique strengths, fostering a self-reliant India. Let us unite in this effort to ensure that every resident of Nashik can thrive, contributing to the nation's progress with the same spirit that flows through the sacred Godavari."""
